PVWatts: Hourly PV Performance Data,,,,,,,,,,
Requested Location:,"02807, USA",,,,,,,,,
Location:,"Lat, Lon: 41.17, -71.58",,,,,,,,,
Lat (deg N):,41.17,,,,,,,,,
Long (deg W):,71.58,,,,,,,,,
Elev (m):,23,,,,,,,,,
DC System Size (kW):,1,,,,,,,,,
Module Type:,Standard,,,,,,,,,
Array Type:,Fixed (open rack),,,,,,,,,
Array Tilt (deg):,20,,,,,,,,,
Array Azimuth (deg):,180,,,,,,,,,
System Losses:,14.08,,,,,,,,,
Invert Efficiency:,96,,,,,,,,,
DC to AC Size Ratio:,1.2,,,,,,,,,
Average Cost of Electricity Purchased from Utility ($/kWh):,0.557,,,,,,,,,
Capacity Factor (%),"15.9	",,,,,,,,,
,,,,,,,,,,
Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
1,19,17,0,0,2,8,0,2,0,0
1,19,18,0,0,2,8,0,2,0,0
1,19,19,0,0,2,8,0,2,0,0
1,19,20,0,0,3,8,0,3,0,0
1,19,21,0,0,3,7,0,3,0,0
1,19,22,0,0,3,7,0,3,0,0
1,19,23,0,0,3,7,0,3,0,0
1,20,0,0,0,3,7,0,3,0,0
1,20,1,0,0,3,7,0,3,0,0
1,20,2,0,0,3,7,0,3,0,0
1,20,3,0,0,3,7,0,3,0,0
1,20,4,0,0,3,6,0,3,0,0
1,20,5,0,0,4,6,0,4,0,0
1,20,6,0,0,4,6,0,4,0,0
1,20,7,0,19,4,6,18.019,3.092,17.076,11.661
1,20,8,431,61,5,6,263.426,8.386,229.007,218.812
1,20,9,471,105,5,5,405.634,11.97,361.814,347.771
1,20,10,0,127,6,5,124.81,7.687,115.963,108.525
1,20,11,58,202,6,5,259.996,9.881,238.923,228.463
1,20,12,27,186,6,5,207.999,9.083,191.921,182.683
1,20,13,0,129,6,5,127.08,7.401,118.218,110.731
1,20,14,0,106,5,5,104.956,5.821,98.307,91.257
1,20,15,225,72,5,5,178.464,7.235,157.862,149.458
1,20,16,0,14,5,6,13.264,4.17,12.512,7.182
1,20,17,0,0,4,6,0,4,0,0
1,20,18,0,0,4,6,0,4,0,0
1,20,19,0,0,3,5,0,3,0,0
1,20,20,0,0,2,5,0,2,0,0
1,20,21,0,0,1,6,0,1,0,0
1,20,22,0,0,0,6,0,0,0,0
1,20,23,0,0,0,6,0,0,0,0
1,21,0,0,0,0,6,0,0,0,0
1,21,1,0,0,-1,5,0,-1,0,0
1,21,2,0,0,-1,5,0,-1,0,0
1,21,3,0,0,-1,5,0,-1,0,0
1,21,4,0,0,-2,5,0,-2,0,0
1,21,5,0,0,-2,4,0,-2,0,0
1,21,6,0,0,-3,4,0,-3,0,0
1,21,7,34,21,-3,4,32.201,-3.981,29.445,23.797
1,21,8,0,74,-3,4,74.355,-2.989,72.29,65.791
1,21,9,80,141,-3,4,197.516,-0.124,188.316,179.168
1,21,10,41,176,-3,4,216.102,0.568,206.621,197.01
1,21,11,87,211,-3,5,292.465,1.637,278.361,266.813
1,21,12,3,162,-3,5,163.469,-0.78,157.452,149.057
1,21,13,20,163,-3,5,177.887,-0.712,171.12,162.396
1,21,14,25,128,-3,5,150.038,-1.238,144.339,136.254
1,21,15,0,10,-4,6,9.461,-4.968,9.274,4.003
1,21,16,0,1,-4,6,0.944,-5.304,0.927,0
1,21,17,0,0,-4,7,0,-4,0,0
1,21,18,0,0,-4,7,0,-4,0,0
1,21,19,0,0,-5,8,0,-5,0,0
1,21,20,0,0,-5,8,0,-5,0,0
1,21,21,0,0,-5,8,0,-5,0,0
1,21,22,0,0,-5,8,0,-5,0,0
1,21,23,0,0,-5,8,0,-5,0,0
1,22,0,0,0,-5,9,0,-5,0,0
1,22,1,0,0,-5,9,0,-5,0,0
1,22,2,0,0,-5,9,0,-5,0,0
1,22,3,0,0,-6,10,0,-6,0,0
1,22,4,0,0,-6,10,0,-6,0,0
1,22,5,0,0,-6,9,0,-6,0,0
1,22,6,0,0,-7,9,0,-7,0,0
1,22,7,0,14,-7,9,13.261,-7.827,13.152,7.81
1,22,8,0,59,-8,9,57.385,-8.219,57.004,50.816
1,22,9,127,145,-8,8,237.184,-5.562,230.761,220.519
1,22,10,329,173,-8,8,431.805,-2.541,416.03,400.228
1,22,11,620,128,-7,7,634.136,2.426,599.055,576.507
1,22,12,630,125,-7,7,637.124,2.691,601.105,578.475
1,22,13,570,124,-6,6,553.674,3.285,519.011,499.567
1,22,14,803,79,-6,6,567.357,3.416,522.307,502.74
1,22,15,692,53,-6,6,354.564,-0.321,315.135,302.519
1,22,16,332,18,-6,6,106.491,-4.984,84.685,77.926
1,22,17,0,0,-6,6,0,-6,0,0
1,22,18,0,0,-6,6,0,-6,0,0
1,22,19,0,0,-6,6,0,-6,0,0
1,22,20,0,0,-7,6,0,-7,0,0
1,22,21,0,0,-7,6,0,-7,0,0
1,22,22,0,0,-7,6,0,-7,0,0
1,22,23,0,0,-8,5,0,-8,0,0
1,23,0,0,0,-8,5,0,-8,0,0
1,23,1,0,0,-8,5,0,-8,0,0
1,23,2,0,0,-8,5,0,-8,0,0
1,23,3,0,0,-8,5,0,-8,0,0
1,23,4,0,0,-8,5,0,-8,0,0
1,23,5,0,0,-8,4,0,-8,0,0
1,23,6,0,0,-8,4,0,-8,0,0
1,23,7,61,22,-7,4,43.25,-7.529,39.213,33.377
1,23,8,256,78,-7,4,201.907,-4.097,187.936,178.797
1,23,9,776,55,-6,5,529.247,3.271,487.753,469.456
1,23,10,913,88,-5,5,753.142,9.209,687.325,661.079
1,23,11,936,94,-5,5,831.611,11.114,756.02,726.695
1,23,12,927,97,-4,6,826.745,10.359,754.055,724.821
1,23,13,524,135,-4,6,532.107,5.16,495.118,476.554
1,23,14,271,133,-4,7,312.871,0.391,294.99,282.965
1,23,15,655,59,-5,7,350.958,-0.237,313.186,300.628
1,23,16,282,20,-5,7,98.74,-4.242,79.823,73.167
1,23,17,0,0,-5,7,0,-5,0,0
1,23,18,0,0,-5,7,0,-5,0,0
1,23,19,0,0,-5,7,0,-5,0,0
1,23,20,0,0,-6,7,0,-6,0,0
1,23,21,0,0,-6,7,0,-6,0,0
1,23,22,0,0,-6,7,0,-6,0,0
1,23,23,0,0,-6,7,0,-6,0,0
1,24,0,0,0,-7,7,0,-7,0,0
1,24,1,0,0,-7,7,0,-7,0,0
1,24,2,0,0,-7,7,0,-7,0,0
1,24,3,0,0,-8,7,0,-8,0,0
1,24,4,0,0,-8,7,0,-8,0,0
1,24,5,0,0,-8,6,0,-8,0,0
1,24,6,0,0,-8,6,0,-8,0,0
1,24,7,358,22,-8,6,119.465,-7.095,96.86,89.842
1,24,8,709,56,-8,6,374.669,-2.561,338.246,324.934
1,24,9,850,75,-7,6,596.976,2.7,552.092,531.394
1,24,10,923,84,-7,5,757.609,7.411,696.923,670.257
1,24,11,950,89,-6,5,838.842,10.265,765.53,735.765
1,24,12,950,89,-6,5,837.598,10.375,763.962,734.271
1,24,13,928,81,-6,5,754.098,8.74,689.406,663.069
1,24,14,862,71,-5,5,594.288,6.47,540.067,519.83
1,24,15,723,52,-5,5,370.66,1.808,327.059,314.087
1,24,16,366,19,-6,5,116.52,-4.58,92.381,85.459
1,24,17,0,0,-6,5,0,-6,0,0
1,24,18,0,0,-5,5,0,-5,0,0
1,24,19,0,0,-5,5,0,-5,0,0
1,24,20,0,0,-4,6,0,-4,0,0
1,24,21,0,0,-4,6,0,-4,0,0
1,24,22,0,0,-4,6,0,-4,0,0
1,24,23,0,0,-3,7,0,-3,0,0
1,25,0,0,0,-3,6,0,-3,0,0
1,25,1,0,0,-3,6,0,-3,0,0
1,25,2,0,0,-2,7,0,-2,0,0
1,25,3,0,0,-1,7,0,-1,0,0
1,25,4,0,0,0,7,0,0,0,0
1,25,5,0,0,0,8,0,0,0,0
1,25,6,0,0,0,8,0,0,0,0
1,25,7,0,18,1,9,17.063,0.321,16.361,10.96
1,25,8,47,85,1,9,110.69,1.524,103.954,96.782
1,25,9,634,82,2,10,482.624,7.305,438.597,422.031
1,25,10,410,164,3,10,489.813,8.65,449.783,432.831
1,25,11,238,217,3,10,424.547,7.82,392.957,377.917
1,25,12,143,223,3,9,359.365,7.248,333.757,320.582
1,25,13,300,182,3,9,422.72,8.066,389.558,374.629
1,25,14,44,140,3,9,174.54,4.715,163.502,154.962
1,25,15,0,63,3,8,61.617,2.987,58.419,52.203
1,25,16,0,11,2,8,10.412,1.125,9.95,4.667
1,25,17,0,0,1,8,0,1,0,0
1,25,18,0,0,0,8,0,0,0,0
1,25,19,0,0,0,8,0,0,0,0
1,25,20,0,0,0,7,0,0,0,0
1,25,21,0,0,0,7,0,0,0,0
1,25,22,0,0,-1,7,0,-1,0,0
1,25,23,0,0,-1,7,0,-1,0,0
1,26,0,0,0,-1,7,0,-1,0,0
1,26,1,0,0,-1,8,0,-1,0,0
1,26,2,0,0,-1,8,0,-1,0,0
1,26,3,0,0,-2,8,0,-2,0,0
1,26,4,0,0,-3,8,0,-3,0,0
1,26,5,0,0,-4,8,0,-4,0,0
1,26,6,0,0,-5,8,0,-5,0,0
1,26,7,0,23,-6,8,22.254,-6.759,21.975,16.469
1,26,8,66,88,-6,8,122.309,-5.278,117.681,110.206
1,26,9,494,108,-5,7,426.957,0.778,400.233,384.955
1,26,10,166,198,-4,7,338.977,0.697,323.115,310.261
1,26,11,597,140,-4,6,636.066,6.351,591.28,569.044
1,26,12,720,105,-4,6,689.602,7.686,636.943,612.843
1,26,13,511,143,-4,6,536.577,5.058,499.928,481.189
1,26,14,508,104,-3,6,428.519,3.952,395.939,380.801
1,26,15,11,80,-3,6,85.183,-2.258,82.17,75.464
1,26,16,0,16,-3,5,15.161,-4.06,14.805,9.433
1,26,17,0,0,-3,5,0,-3,0,0
1,26,18,0,0,-2,5,0,-2,0,0
1,26,19,0,0,-1,5,0,-1,0,0
1,26,20,0,0,0,5,0,0,0,0
1,26,21,0,0,0,5,0,0,0,0
1,26,22,0,0,0,5,0,0,0,0
1,26,23,0,0,1,5,0,1,0,0
1,27,0,0,0,2,5,0,2,0,0
1,27,1,0,0,3,5,0,3,0,0
1,27,2,0,0,4,5,0,4,0,0
1,27,3,0,0,4,5,0,4,0,0
1,27,4,0,0,5,5,0,5,0,0
1,27,5,0,0,5,5,0,5,0,0
1,27,6,0,0,5,5,0,5,0,0
1,27,7,0,6,6,6,5.673,4.826,5.336,0.138
1,27,8,30,86,6,6,104.195,6.558,96.269,89.263
1,27,9,462,115,6,6,417.001,12.22,372.438,358.059
1,27,10,1,152,7,6,151.579,8.948,140.054,132.069
1,27,11,88,222,7,6,305.703,11.323,279.103,267.533
1,27,12,66,232,6,6,300.913,10.435,275.909,264.43
1,27,13,13,165,5,6,174.257,7.183,162.153,153.646
1,27,14,87,149,4,6,210.263,6.646,194.798,185.487
1,27,15,415,93,3,6,292.74,7.147,258.432,247.441
1,27,16,163,28,2,7,79.93,2.413,66.624,60.241
1,27,17,0,0,0,7,0,0,0,0
1,27,18,0,0,0,7,0,0,0,0
1,27,19,0,0,-1,7,0,-1,0,0
1,27,20,0,0,-1,7,0,-1,0,0
1,27,21,0,0,-2,7,0,-2,0,0
1,27,22,0,0,-2,6,0,-2,0,0
1,27,23,0,0,-3,6,0,-3,0,0
1,28,0,0,0,-3,6,0,-3,0,0
1,28,1,0,0,-3,7,0,-3,0,0
1,28,2,0,0,-4,7,0,-4,0,0
1,28,3,0,0,-4,7,0,-4,0,0
1,28,4,0,0,-5,8,0,-5,0,0
1,28,5,0,0,-6,7,0,-6,0,0
1,28,6,0,0,-7,7,0,-7,0,0
1,28,7,374,26,-7,7,130.108,-6.032,105.942,98.727
1,28,8,699,62,-6,6,384.454,-0.371,345.52,331.984
1,28,9,829,84,-6,5,600.989,4.985,551.453,530.78
1,28,10,885,100,-6,5,757.156,8.407,694.299,667.749
1,28,11,913,106,-5,4,839.696,13.646,755.546,726.243
1,28,12,823,79,-5,3,739.016,13.745,664.554,639.29
1,28,13,441,161,-5,2,510.427,9.946,466.102,448.579
1,28,14,522,104,-5,2,439.632,7.177,400.87,385.571
1,28,15,143,88,-5,2,160.132,-0.935,149.348,141.145
1,28,16,26,25,-5,2,35.094,-5.664,32.958,27.243
1,28,17,0,0,-5,2,0,-5,0,0
1,28,18,0,0,-5,1,0,-5,0,0
1,28,19,0,0,-5,1,0,-5,0,0
1,28,20,0,0,-6,1,0,-6,0,0
1,28,21,0,0,-6,1,0,-6,0,0
1,28,22,0,0,-6,1,0,-6,0,0
1,28,23,0,0,-6,2,0,-6,0,0
1,29,0,0,0,-6,2,0,-6,0,0
1,29,1,0,0,-6,2,0,-6,0,0
1,29,2,0,0,-5,3,0,-5,0,0
1,29,3,0,0,-5,3,0,-5,0,0
1,29,4,0,0,-5,3,0,-5,0,0
1,29,5,0,0,-5,3,0,-5,0,0
1,29,6,0,0,-5,3,0,-5,0,0
1,29,7,0,11,-5,4,10.411,-6.428,10.266,4.978
1,29,8,56,90,-5,4,119.839,-4.017,115.053,107.636
1,29,9,375,131,-4,4,385.073,3.178,358.712,344.766
1,29,10,629,117,-4,4,600.345,8.551,550.825,530.176
1,29,11,574,151,-3,4,630.966,10.693,575.832,554.21
1,29,12,949,97,-2,4,859.724,16.786,762.763,733.126
1,29,13,944,86,-2,5,785.138,13.378,704.249,677.261
1,29,14,890,73,-2,5,626.206,10.146,561.52,540.457
1,29,15,765,54,-2,6,401.625,4.599,352.278,338.534
1,29,16,453,24,-3,6,144.634,-1.242,113.269,105.891
1,29,17,0,0,-3,7,0,-3,0,0
1,29,18,0,0,-3,7,0,-3,0,0
1,29,19,0,0,-3,7,0,-3,0,0
1,29,20,0,0,-3,7,0,-3,0,0
1,29,21,0,0,-4,6,0,-4,0,0
1,29,22,0,0,-4,6,0,-4,0,0
1,29,23,0,0,-4,5,0,-4,0,0
1,30,0,0,0,-4,5,0,-4,0,0
1,30,1,0,0,-5,5,0,-5,0,0
1,30,2,0,0,-5,4,0,-5,0,0
1,30,3,0,0,-5,4,0,-5,0,0
1,30,4,0,0,-6,3,0,-6,0,0
1,30,5,0,0,-6,3,0,-6,0,0
1,30,6,0,0,-5,3,0,-5,0,0
1,30,7,478,25,-4,2,151.921,-1.335,118.91,111.407
1,30,8,780,53,-4,2,409.71,5.994,357.562,343.652
1,30,9,901,69,-3,1,631.282,17.339,548.376,527.821
1,30,10,958,78,-3,1,783.943,23.006,673.057,647.428
1,30,11,983,83,-2,1,866.942,27.056,733.422,705.129
1,30,12,984,82,-2,1,866.457,27.414,731.757,703.54
1,30,13,956,80,-1,1,789.666,26.105,668.242,642.82
1,30,14,897,70,-1,2,629.717,17.162,547.46,526.941
1,30,15,775,53,-1,2,407.171,10.6,348.249,334.63
1,30,16,478,24,-2,2,151.247,1.655,116.784,109.328
1,30,17,0,0,-2,3,0,-2,0,0
1,30,18,0,0,-2,3,0,-2,0,0
1,30,19,0,0,-1,4,0,-1,0,0
1,30,20,0,0,-1,4,0,-1,0,0
1,30,21,0,0,0,5,0,0,0,0
1,30,22,0,0,0,5,0,0,0,0
1,30,23,0,0,0,5,0,0,0,0
1,31,0,0,0,1,5,0,1,0,0
1,31,1,0,0,1,4,0,1,0,0
1,31,2,0,0,2,4,0,2,0,0
1,31,3,0,0,2,4,0,2,0,0
1,31,4,0,0,2,4,0,2,0,0
1,31,5,0,0,1,5,0,1,0,0
1,31,6,0,0,1,5,0,1,0,0
1,31,7,0,27,1,5,26.649,0.292,25.556,19.982
1,31,8,31,91,1,5,109.727,1.724,103.551,96.387
1,31,9,466,119,1,5,427.556,8.129,389.277,374.357
1,31,10,372,181,1,5,477.148,9.633,436.817,420.312
1,31,11,635,135,2,4,668.375,16.227,595.128,572.739
1,31,12,499,177,2,4,605.615,15.258,541.948,521.639
1,31,13,385,178,3,3,483.018,14.703,432.308,415.957
1,31,14,85,157,3,3,218.191,7.898,201.225,191.752
1,31,15,256,88,2,3,215.608,6.096,193.292,184.019
1,31,16,207,33,2,3,97.944,3.146,81.003,74.322
1,31,17,0,0,2,3,0,2,0,0
1,31,18,0,0,2,3,0,2,0,0
1,31,19,0,0,-2,5,0,-2,0,0
1,31,20,0,0,-2,4,0,-2,0,0
1,31,21,0,0,-2,4,0,-2,0,0
1,31,22,0,0,-2,4,0,-2,0,0
1,31,23,0,0,-2,4,0,-2,0,0
2,1,0,0,0,-2,4,0,-2,0,0
2,1,1,0,0,-2,3,0,-2,0,0
2,1,2,0,0,-2,3,0,-2,0,0
2,1,3,0,0,-3,3,0,-3,0,0
2,1,4,0,0,-3,3,0,-3,0,0
2,1,5,0,0,-3,3,0,-3,0,0
2,1,6,0,0,-3,3,0,-3,0,0
2,1,7,425,26,-2,3,140.295,-0.132,110.2,102.89
2,1,8,161,95,0,2,176.752,3.344,161.996,153.493
2,1,9,856,62,0,2,600.154,15.205,526.729,506.996
2,1,10,485,159,0,2,544.554,15.188,486.019,467.785
2,1,11,936,73,0,2,823.857,22.4,712.577,685.22
2,1,12,936,73,1,1,824.072,28.752,691.748,665.309
2,1,13,911,69,1,1,744.902,26.455,629.541,605.749
2,1,14,854,62,1,1,599.855,21.787,510.99,491.844
2,1,15,732,50,1,1,389.517,14.603,328.096,315.092
2,1,16,432,25,1,2,141.697,4.296,109.116,101.83
2,1,17,0,0,0,2,0,0,0,0
2,1,18,0,0,0,2,0,0,0,0
2,1,19,0,0,0,2,0,0,0,0
2,1,20,0,0,0,2,0,0,0,0
2,1,21,0,0,0,2,0,0,0,0
2,1,22,0,0,0,2,0,0,0,0
2,1,23,0,0,0,2,0,0,0,0
2,2,0,0,0,-1,3,0,-1,0,0
2,2,1,0,0,-1,3,0,-1,0,0
2,2,2,0,0,-1,4,0,-1,0,0
2,2,3,0,0,-1,4,0,-1,0,0
2,2,4,0,0,-2,4,0,-2,0,0
2,2,5,0,0,-2,4,0,-2,0,0
2,2,6,0,0,-1,4,0,-1,0,0
2,2,7,436,27,0,4,143.722,1.827,111.923,104.576
2,2,8,743,51,0,4,395.972,7.473,344.296,330.798
2,2,9,868,64,0,4,611.84,12.813,543.002,522.653
2,2,10,910,76,1,4,754.415,17.413,665.052,639.767
2,2,11,932,80,2,4,831.842,20.405,726.312,698.34
2,2,12,190,238,2,4,414.695,11.396,378.275,363.71
2,2,13,892,81,3,5,753.333,17.022,665.44,640.138
2,2,14,821,74,3,4,596.252,16.231,521.597,502.056
2,2,15,177,97,2,4,192.355,5.932,174.387,165.583
2,2,16,349,31,1,4,130.028,2.636,103.56,96.396
2,2,17,0,0,1,4,0,1,0,0
2,2,18,0,0,0,5,0,0,0,0
2,2,19,0,0,0,5,0,0,0,0
2,2,20,0,0,0,5,0,0,0,0
2,2,21,0,0,0,5,0,0,0,0
2,2,22,0,0,0,5,0,0,0,0
2,2,23,0,0,0,4,0,0,0,0
2,3,0,0,0,0,4,0,0,0,0
2,3,1,0,0,0,4,0,0,0,0
2,3,2,0,0,0,4,0,0,0,0
2,3,3,0,0,0,4,0,0,0,0
2,3,4,0,0,0,5,0,0,0,0
2,3,5,0,0,0,5,0,0,0,0
2,3,6,0,0,0,5,0,0,0,0
2,3,7,0,21,0,5,19.911,-0.881,19.188,13.734
2,3,8,34,96,1,5,116.319,1.843,109.705,102.406
2,3,9,0,125,2,4,123.392,3.323,116.82,109.364
2,3,10,100,212,2,4,298.823,7.265,277.446,265.923
2,3,11,56,227,2,4,285.603,7.357,265.5,254.313
2,3,12,0,28,3,4,26.567,2.53,25.237,19.669
2,3,13,0,119,3,4,115.274,3.946,108.844,101.564
2,3,14,0,43,2,4,40.792,1.464,38.925,33.095
2,3,15,0,65,2,5,62.676,1.823,59.717,53.475
2,3,16,0,17,2,5,16.105,0.939,15.402,10.019
2,3,17,0,0,2,5,0,2,0,0
2,3,18,0,0,1,5,0,1,0,0
2,3,19,0,0,1,5,0,1,0,0
2,3,20,0,0,1,5,0,1,0,0
2,3,21,0,0,1,5,0,1,0,0
2,3,22,0,0,1,5,0,1,0,0
2,3,23,0,0,1,6,0,1,0,0
2,4,0,0,0,1,6,0,1,0,0
2,4,1,0,0,2,6,0,2,0,0
2,4,2,0,0,2,6,0,2,0,0
2,4,3,0,0,2,6,0,2,0,0
2,4,4,0,0,2,7,0,2,0,0
2,4,5,0,0,2,7,0,2,0,0
2,4,6,0,0,2,6,0,2,0,0
2,4,7,0,7,2,6,6.619,0.8,6.334,1.118
2,4,8,0,80,2,6,78.715,2.085,74.916,68.362
2,4,9,0,120,2,7,117.89,2.793,111.863,104.517
2,4,10,7,169,2,7,173.031,3.722,163.487,154.948
2,4,11,64,232,2,6,297.617,6.179,278.067,266.526
2,4,12,6,180,2,6,183.176,4.32,172.658,163.896
2,4,13,0,128,3,6,124.501,4.135,117.462,109.991
2,4,14,0,113,2,6,110.401,2.803,104.752,97.563
2,4,15,0,18,2,6,17.044,1.131,16.287,10.887
2,4,16,0,5,2,6,4.726,0.789,4.523,0
2,4,17,0,0,2,6,0,2,0,0
2,4,18,0,0,2,6,0,2,0,0
2,4,19,0,0,2,6,0,2,0,0
2,4,20,0,0,2,6,0,2,0,0
2,4,21,0,0,2,5,0,2,0,0
2,4,22,0,0,1,5,0,1,0,0
2,4,23,0,0,1,5,0,1,0,0
2,5,0,0,0,1,5,0,1,0,0
2,5,1,0,0,1,5,0,1,0,0
2,5,2,0,0,1,5,0,1,0,0
2,5,3,0,0,1,5,0,1,0,0
2,5,4,0,0,1,5,0,1,0,0
2,5,5,0,0,1,5,0,1,0,0
2,5,6,0,0,1,5,0,1,0,0
2,5,7,449,28,1,5,149.217,2.46,116.22,108.777
2,5,8,744,50,2,4,400.22,9.582,345.646,332.107
2,5,9,866,60,3,4,608.47,15.739,533.486,513.499
2,5,10,927,64,4,3,760.02,22.291,655.487,630.609
2,5,11,946,67,5,3,835.642,25.413,713.091,685.711
2,5,12,941,69,5,2,834.723,28.363,702.448,675.539
2,5,13,915,67,6,2,756.645,27.301,637.533,613.409
2,5,14,856,62,5,2,607.373,22.204,517.332,497.95
2,5,15,738,51,4,2,401.658,15.237,338.9,325.568
2,5,16,462,28,3,2,154.742,6.699,118.744,111.244
2,5,17,0,0,3,3,0,3,0,0
2,5,18,0,0,3,3,0,3,0,0
2,5,19,0,0,3,4,0,3,0,0
2,5,20,0,0,2,4,0,2,0,0
2,5,21,0,0,2,4,0,2,0,0
2,5,22,0,0,2,4,0,2,0,0
2,5,23,0,0,2,4,0,2,0,0
2,6,0,0,0,2,4,0,2,0,0
2,6,1,0,0,1,5,0,1,0,0
2,6,2,0,0,1,5,0,1,0,0
2,6,3,0,0,1,5,0,1,0,0
2,6,4,0,0,1,5,0,1,0,0
2,6,5,0,0,1,5,0,1,0,0
2,6,6,0,0,1,5,0,1,0,0
2,6,7,417,31,1,5,147.767,2.431,116.755,109.3
2,6,8,709,57,2,5,393.921,8.535,342.704,329.255
2,6,9,837,69,3,4,607.439,15.702,533.232,513.254
2,6,10,904,75,4,4,759.013,20.485,660.373,635.287
2,6,11,930,78,5,3,839.02,25.489,715.892,688.387
2,6,12,931,79,5,3,841.696,25.754,717.311,689.743
2,6,13,912,74,5,3,765.67,23.984,655.527,630.647
2,6,14,860,67,5,3,622.277,20.408,534.87,514.83
2,6,15,749,54,4,3,412.067,14.013,350.093,336.416
2,6,16,475,31,2,3,161.911,5.307,125.576,117.922
2,6,17,0,0,2,4,0,2,0,0
2,6,18,0,0,1,4,0,1,0,0
2,6,19,0,0,1,5,0,1,0,0
2,6,20,0,0,0,5,0,0,0,0
2,6,21,0,0,0,4,0,0,0,0
2,6,22,0,0,0,4,0,0,0,0
2,6,23,0,0,0,4,0,0,0,0
2,7,0,0,0,0,4,0,0,0,0
2,7,1,0,0,0,4,0,0,0,0
2,7,2,0,0,0,3,0,0,0,0
2,7,3,0,0,0,3,0,0,0,0
2,7,4,0,0,0,3,0,0,0,0
2,7,5,0,0,0,3,0,0,0,0
2,7,6,0,0,0,3,0,0,0,0
2,7,7,45,36,0,3,52.455,-0.639,47.921,41.915
2,7,8,366,88,1,2,274.531,6.77,244.782,234.164
2,7,9,870,68,2,2,628.974,18.254,545.933,525.471
2,7,10,923,75,3,2,775.668,24.272,663.237,638.03
2,7,11,385,219,4,1,560.667,23.576,483.598,465.451
2,7,12,955,76,5,1,860.244,32.342,710.428,683.166
2,7,13,402,190,5,0,526.614,29.72,440.139,423.52
2,7,14,508,124,5,0,468.588,25.502,395.239,380.124
2,7,15,58,106,4,0,138.056,12.233,124.019,116.401
2,7,16,221,38,3,0,107.858,6.233,88.658,81.816
2,7,17,0,0,3,0,0,3,0,0
2,7,18,0,0,2,0,0,2,0,0
2,7,19,0,0,2,0,0,2,0,0
2,7,20,0,0,2,0,0,2,0,0
2,7,21,0,0,2,0,0,2,0,0
2,7,22,0,0,1,1,0,1,0,0
2,7,23,0,0,1,1,0,1,0,0
2,8,0,0,0,1,1,0,1,0,0
2,8,1,0,0,1,1,0,1,0,0
2,8,2,0,0,1,2,0,1,0,0
2,8,3,0,0,1,2,0,1,0,0
2,8,4,0,0,1,1,0,1,0,0
2,8,5,0,0,1,1,0,1,0,0
2,8,6,0,0,2,1,0,2,0,0
2,8,7,15,37,2,1,42.693,0.649,40.028,34.176
2,8,8,95,108,3,2,162.622,5.571,149.564,141.356
2,8,9,42,164,3,1,198.641,7.988,183.741,174.707
2,8,10,158,227,3,1,368.765,13.774,332.596,319.456
2,8,11,152,255,4,1,405.49,16.804,361.284,347.258
2,8,12,148,260,4,2,408.295,14.708,367.257,353.043
2,8,13,39,206,4,2,246.108,10.265,225.863,215.75
2,8,14,28,159,4,2,184.016,7.938,170.409,161.702
2,8,15,159,109,3,2,193.477,6.975,175.559,166.726
2,8,16,377,36,3,2,146.733,5.691,116.767,109.312
2,8,17,0,0,3,2,0,3,0,0
2,8,18,0,0,3,3,0,3,0,0
2,8,19,0,0,3,3,0,3,0,0
2,8,20,0,0,3,3,0,3,0,0
2,8,21,0,0,3,3,0,3,0,0
2,8,22,0,0,3,3,0,3,0,0
2,8,23,0,0,3,3,0,3,0,0
2,9,0,0,0,3,3,0,3,0,0
2,9,1,0,0,3,3,0,3,0,0
2,9,2,0,0,2,2,0,2,0,0
2,9,3,0,0,2,2,0,2,0,0
2,9,4,0,0,2,2,0,2,0,0
2,9,5,0,0,2,2,0,2,0,0
2,9,6,0,0,2,2,0,2,0,0
2,9,7,0,18,3,2,17.05,1.244,16.285,10.885
2,9,8,0,73,3,1,70.593,2.74,66.999,60.609
2,9,9,250,170,4,1,351.642,13.515,315.139,302.523
2,9,10,398,195,5,1,520.287,21.26,452.599,435.549
2,9,11,72,247,6,1,320.723,16.846,285.882,274.119
2,9,12,33,230,6,1,269.41,14.16,243.159,232.584
2,9,13,788,104,7,1,721.29,28.859,604.206,581.451
2,9,14,707,98,7,1,571.595,26.485,479.1,461.115
2,9,15,172,117,6,0,209.129,17.71,180.985,172.02
2,9,16,123,44,5,0,85.861,8.223,72.923,66.411
2,9,17,0,0,4,1,0,4,0,0
2,9,18,0,0,4,1,0,4,0,0
2,9,19,0,0,3,1,0,3,0,0
2,9,20,0,0,3,2,0,3,0,0
2,9,21,0,0,3,3,0,3,0,0
2,9,22,0,0,4,3,0,4,0,0
2,9,23,0,0,4,3,0,4,0,0
2,10,0,0,0,4,3,0,4,0,0
2,10,1,0,0,4,3,0,4,0,0
2,10,2,0,0,5,3,0,5,0,0
2,10,3,0,0,5,2,0,5,0,0
2,10,4,0,0,5,2,0,5,0,0
2,10,5,0,0,4,2,0,4,0,0
2,10,6,0,0,4,2,0,4,0,0
2,10,7,0,15,4,2,14.201,2.177,13.51,8.162
